Country,Age,EdLevel,DevType,OrgSize,RemoteWork,YearsCode,YearsCodePro,NumLanguages,AISearch,AICode,JobSat,ConvertedCompYearly
United States,25-34 years old,"Professional degree (JD, MD, etc.)",Full-stack developer,"1,000-4,999",Hybrid,6,6,2,1,0,6,169800.0
Germany,18-24 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,11,9,7,1,0,9,89100.0
Australia,45-54 years old,Master's degree,Data scientist/ML engineer,100-499,Hybrid,20,18,3,1,0,9,103100.0
India,25-34 years old,Bachelor's degree,Mobile developer,100-499,Fully remote,5,4,9,1,1,9,37000.0
United States,55-64 years old,Master's degree,Full-stack developer,500-999,Fully remote,29,28,3,0,1,9,161100.0
United Kingdom,55-64 years old,Bachelor's degree,Back-end developer,20-99,In-person,31,29,4,1,1,6,127400.0
France,45-54 years old,Bachelor's degree,Mobile developer,"10,000 or more",In-person,25,21,7,1,1,7,108600.0
Poland,25-34 years old,Bachelor's degree,Back-end developer,"5,000-9,999",Fully remote,12,9,6,1,1,8,66100.0
India,25-34 years old,Bachelor's degree,Data scientist/ML engineer,"1,000-4,999",In-person,3,0,6,1,0,9,
United States,45-54 years old,Master's degree,Full-stack developer,500-999,Hybrid,15,13,1,0,1,6,129000.0
Canada,25-34 years old,Some college,Back-end developer,"10,000 or more",Fully remote,7,4,2,1,1,7,90000.0
India,25-34 years old,Bachelor's degree,Back-end developer,20-99,Hybrid,12,8,5,0,1,5,35200.0
Ukraine,25-34 years old,Associate's degree,Data scientist/ML engineer,20-99,In-person,4,0,1,1,1,8,34900.0
Germany,55-64 years old,Master's degree,Full-stack developer,20-99,Fully remote,19,19,5,0,1,8,117000.0
Germany,35-44 years old,Bachelor's degree,Full-stack developer,"1,000-4,999",Hybrid,15,14,4,1,1,7,86600.0
India,35-44 years old,Master's degree,Back-end developer,"5,000-9,999",Fully remote,16,13,4,1,1,7,49700.0
India,18-24 years old,Some college,Front-end developer,500-999,Hybrid,4,0,3,1,1,9,34400.0
United Kingdom,35-44 years old,Bachelor's degree,DevOps/SRE/platform engineer,"1,000-4,999",Hybrid,10,9,8,1,1,9,115800.0
India,65 years or older,Master's degree,DevOps/SRE/platform engineer,20-99,Fully remote,33,32,1,1,1,3,64200.0
Russia,25-34 years old,Some college,Full-stack developer,2-9 employees,In-person,5,5,8,1,1,8,23200.0
Germany,25-34 years old,Master's degree,DevOps/SRE/platform engineer,20-99,In-person,4,3,2,0,1,4,131600.0
India,45-54 years old,Associate's degree,Full-stack developer,500-999,In-person,22,21,3,1,1,4,33600.0
United States,35-44 years old,Bachelor's degree,Back-end developer,"5,000-9,999",Hybrid,5,3,2,1,0,6,129800.0
France,35-44 years old,Bachelor's degree,Data scientist/ML engineer,"5,000-9,999",Fully remote,9,9,2,1,1,7,137200.0
United States,35-44 years old,Bachelor's degree,Full-stack developer,10-19,Hybrid,9,9,3,1,1,3,136400.0
Germany,25-34 years old,Bachelor's degree,Full-stack developer,2-9 employees,In-person,7,4,4,1,1,7,103600.0
United Kingdom,25-34 years old,Master's degree,Back-end developer,"10,000 or more",Hybrid,4,3,1,1,1,4,85900.0
India,35-44 years old,Bachelor's degree,Data scientist/ML engineer,2-9 employees,In-person,17,14,1,1,0,7,29300.0
Poland,35-44 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,10,6,3,1,1,9,
France,45-54 years old,High school/GED,Back-end developer,2-9 employees,Hybrid,21,20,6,1,1,3,97300.0
Sweden,45-54 years old,Master's degree,DevOps/SRE/platform engineer,500-999,Hybrid,26,22,7,1,1,6,150700.0
United Kingdom,25-34 years old,Master's degree,Data scientist/ML engineer,20-99,In-person,13,11,5,1,1,5,128900.0
United Kingdom,25-34 years old,Associate's degree,Data scientist/ML engineer,20-99,In-person,5,4,2,1,0,7,120600.0
India,35-44 years old,Associate's degree,Back-end developer,500-999,Fully remote,16,13,8,1,1,9,36000.0
India,35-44 years old,High school/GED,Full-stack developer,20-99,In-person,10,7,1,1,1,4,15900.0
United States,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,10-19,Fully remote,6,5,4,1,1,8,219100.0
Brazil,35-44 years old,Master's degree,Data scientist/ML engineer,"1,000-4,999",Fully remote,18,15,5,1,1,3,
India,45-54 years old,Bachelor's degree,Data scientist/ML engineer,"10,000 or more",In-person,21,20,4,1,1,7,38000.0
United Kingdom,25-34 years old,Bachelor's degree,Engineer (other),20-99,Fully remote,9,9,4,1,1,8,108800.0
India,25-34 years old,Bachelor's degree,Full-stack developer,10-19,In-person,4,1,4,0,0,8,21000.0
Canada,18-24 years old,Bachelor's degree,Full-stack developer,2-9 employees,Fully remote,4,3,1,1,1,8,57700.0
Germany,35-44 years old,Master's degree,Full-stack developer,100-499,Hybrid,19,18,1,1,0,6,166000.0
Germany,18-24 years old,Bachelor's degree,Full-stack developer,"10,000 or more",In-person,6,3,6,1,0,8,113700.0
Ukraine,25-34 years old,Master's degree,Front-end developer,20-99,Fully remote,6,6,1,1,1,7,47900.0
Brazil,25-34 years old,Bachelor's degree,Engineer (other),100-499,Fully remote,8,5,3,0,1,6,
India,25-34 years old,Some college,Front-end developer,10-19,Hybrid,1,0,3,1,0,6,21400.0
Germany,35-44 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,16,16,2,1,1,4,96900.0
Germany,18-24 years old,Bachelor's degree,Desktop/embedded developer,Just me,Fully remote,4,0,6,1,1,8,59400.0
Netherlands,18-24 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"10,000 or more",Hybrid,5,3,7,1,1,4,90700.0
Australia,45-54 years old,Bachelor's degree,DevOps/SRE/platform engineer,"1,000-4,999",In-person,18,15,7,1,1,8,127900.0
India,25-34 years old,Bachelor's degree,Front-end developer,20-99,Hybrid,2,1,3,1,1,8,20100.0
Australia,18-24 years old,Master's degree,Full-stack developer,"10,000 or more",Fully remote,6,6,5,1,1,5,157300.0
United States,25-34 years old,Bachelor's degree,Front-end developer,10-19,Fully remote,4,4,6,1,1,7,109400.0
Poland,35-44 years old,Bachelor's degree,Front-end developer,2-9 employees,Fully remote,20,16,3,1,0,8,88900.0
India,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"10,000 or more",Hybrid,8,5,2,1,1,1,42100.0
India,35-44 years old,Bachelor's degree,Full-stack developer,20-99,Hybrid,6,6,4,1,1,5,
Spain,18-24 years old,Bachelor's degree,Back-end developer,"10,000 or more",In-person,8,4,4,1,0,6,49300.0
India,18-24 years old,Master's degree,Full-stack developer,"1,000-4,999",Fully remote,1,0,1,1,1,10,35900.0
Italy,25-34 years old,Less than high school,Full-stack developer,"10,000 or more",Hybrid,11,7,4,1,0,7,78300.0
United States,25-34 years old,Associate's degree,Front-end developer,"5,000-9,999",In-person,8,5,1,1,1,7,
Germany,35-44 years old,Bachelor's degree,Back-end developer,2-9 employees,Hybrid,11,7,4,1,1,8,111100.0
Brazil,35-44 years old,Some college,Desktop/embedded developer,"10,000 or more",In-person,12,12,6,0,1,7,39700.0
United States,55-64 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Data/business analyst,10-19,Hybrid,35,35,5,1,1,6,127200.0
United States,25-34 years old,Bachelor's degree,Desktop/embedded developer,"1,000-4,999",Hybrid,8,6,4,0,1,10,
United States,25-34 years old,Bachelor's degree,Front-end developer,100-499,Fully remote,9,5,3,1,1,9,124600.0
Italy,35-44 years old,Some college,DevOps/SRE/platform engineer,"1,000-4,999",Hybrid,16,15,6,0,0,8,57200.0
Poland,25-34 years old,Bachelor's degree,Front-end developer,"5,000-9,999",In-person,9,6,3,0,1,7,63400.0
India,25-34 years old,Bachelor's degree,Full-stack developer,"5,000-9,999",In-person,8,6,2,0,0,6,26300.0
United States,18-24 years old,Bachelor's degree,Back-end developer,"10,000 or more",Hybrid,4,0,5,0,1,7,112600.0
United States,18-24 years old,Master's degree,Data scientist/ML engineer,"10,000 or more",In-person,3,2,8,1,0,6,185800.0
United Kingdom,55-64 years old,Bachelor's degree,Data scientist/ML engineer,100-499,Fully remote,33,31,5,1,1,7,101400.0
Sweden,45-54 years old,Master's degree,Engineer (other),"10,000 or more",Fully remote,17,17,6,1,1,5,141400.0
France,35-44 years old,Bachelor's degree,Front-end developer,"1,000-4,999",Hybrid,19,16,2,1,1,8,97700.0
India,25-34 years old,Bachelor's degree,Mobile developer,"10,000 or more",Hybrid,9,5,3,0,1,8,32700.0
Germany,25-34 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,3,2,5,0,1,5,112700.0
Italy,25-34 years old,Some college,Front-end developer,2-9 employees,Hybrid,8,8,2,0,1,5,49300.0
United Kingdom,25-34 years old,Bachelor's degree,Mobile developer,100-499,In-person,6,4,3,1,1,5,67100.0
Sweden,25-34 years old,High school/GED,Full-stack developer,"5,000-9,999",Hybrid,10,7,4,1,0,4,44600.0
United States,35-44 years old,Bachelor's degree,Full-stack developer,2-9 employees,Fully remote,13,11,2,1,1,9,134700.0
Brazil,35-44 years old,Master's degree,Back-end developer,100-499,Fully remote,14,12,4,1,1,5,55100.0
Canada,25-34 years old,High school/GED,Data scientist/ML engineer,"10,000 or more",Fully remote,7,6,4,1,0,8,
France,55-64 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,Just me,Fully remote,29,29,2,1,1,3,131500.0
United Kingdom,35-44 years old,Bachelor's degree,Front-end developer,"10,000 or more",In-person,10,6,4,1,1,8,60600.0
United States,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"10,000 or more",In-person,3,2,4,0,1,4,
United States,35-44 years old,Some college,Back-end developer,20-99,Hybrid,18,15,4,0,1,4,183200.0
Ukraine,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Data/business analyst,"5,000-9,999",Hybrid,7,5,5,1,1,9,42700.0
United States,25-34 years old,Some college,Full-stack developer,10-19,Hybrid,6,3,4,0,0,5,168500.0
Italy,25-34 years old,Bachelor's degree,Full-stack developer,"5,000-9,999",Fully remote,2,1,4,1,1,4,50200.0
France,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,100-499,Hybrid,10,9,4,1,1,7,78200.0
Germany,18-24 years old,Bachelor's degree,Front-end developer,"10,000 or more",Hybrid,4,0,4,0,1,3,92400.0
Ukraine,18-24 years old,High school/GED,Full-stack developer,20-99,In-person,3,1,2,0,1,8,27300.0
Netherlands,18-24 years old,Master's degree,Front-end developer,"1,000-4,999",In-person,1,0,7,0,0,9,74900.0
Germany,18-24 years old,Bachelor's degree,Data/business analyst,"5,000-9,999",Hybrid,3,0,4,1,1,5,58700.0
United States,45-54 years old,Bachelor's degree,Back-end developer,20-99,Fully remote,24,20,4,0,1,8,157500.0
Spain,35-44 years old,High school/GED,Back-end developer,"5,000-9,999",Hybrid,16,13,4,1,1,2,63700.0
Poland,25-34 years old,Master's degree,Back-end developer,"10,000 or more",Hybrid,13,11,5,1,1,7,126400.0
Netherlands,18-24 years old,Some college,Back-end developer,500-999,Fully remote,4,0,4,0,1,10,
Poland,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"5,000-9,999",In-person,12,8,5,0,1,7,77900.0
India,25-34 years old,Master's degree,Front-end developer,100-499,In-person,12,8,3,0,0,6,
Spain,25-34 years old,Master's degree,Security professional,500-999,Hybrid,3,3,3,0,1,1,45500.0
United States,25-34 years old,Bachelor's degree,Full-stack developer,Just me,Hybrid,10,6,1,1,1,5,163600.0
United States,25-34 years old,Master's degree,Front-end developer,100-499,Fully remote,7,4,3,0,1,6,113100.0
United States,35-44 years old,Bachelor's degree,Full-stack developer,500-999,In-person,16,13,6,1,1,6,130700.0
United States,35-44 years old,Master's degree,Front-end developer,"1,000-4,999",Hybrid,19,17,1,1,1,6,179400.0
United Kingdom,18-24 years old,Bachelor's degree,Back-end developer,10-19,Hybrid,4,3,5,1,0,1,
United States,25-34 years old,Master's degree,Front-end developer,20-99,Hybrid,8,7,4,1,0,7,181100.0
United States,35-44 years old,Bachelor's degree,Front-end developer,"5,000-9,999",In-person,11,11,5,0,1,5,125700.0
United States,25-34 years old,High school/GED,Full-stack developer,10-19,Hybrid,5,1,3,1,1,6,114700.0
France,45-54 years old,Bachelor's degree,Data scientist/ML engineer,100-499,Hybrid,19,19,5,1,1,9,134800.0
Germany,35-44 years old,Some college,Front-end developer,20-99,Hybrid,18,16,4,1,0,9,108200.0
Germany,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,2,0,4,1,1,6,76400.0
Poland,18-24 years old,Bachelor's degree,Mobile developer,"10,000 or more",Hybrid,1,0,4,0,0,2,53400.0
Germany,35-44 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Fully remote,14,12,9,0,1,9,122100.0
India,18-24 years old,Bachelor's degree,Data scientist/ML engineer,20-99,In-person,4,0,6,1,1,6,34100.0
Sweden,35-44 years old,Bachelor's degree,Back-end developer,20-99,In-person,13,10,4,1,0,7,79800.0
United States,55-64 years old,High school/GED,Front-end developer,"10,000 or more",Hybrid,29,27,2,1,1,3,146500.0
India,35-44 years old,Master's degree,Full-stack developer,"10,000 or more",Hybrid,8,8,3,1,1,8,44400.0
Canada,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,10-19,Hybrid,6,2,3,1,1,8,
Netherlands,35-44 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,16,14,2,1,1,6,144500.0
Australia,25-34 years old,Some college,Data scientist/ML engineer,20-99,In-person,3,1,2,0,1,9,113100.0
United States,25-34 years old,Bachelor's degree,Data scientist/ML engineer,100-499,In-person,4,0,4,1,1,2,
Brazil,55-64 years old,Master's degree,Front-end developer,Just me,In-person,28,26,3,1,1,5,64600.0
Brazil,25-34 years old,Master's degree,DevOps/SRE/platform engineer,"10,000 or more",Fully remote,10,7,7,1,1,4,55800.0
United States,55-64 years old,Bachelor's degree,Mobile developer,"5,000-9,999",Fully remote,28,27,6,1,0,8,152100.0
United States,45-54 years old,Some college,Front-end developer,20-99,In-person,23,19,3,1,1,4,
Poland,25-34 years old,Master's degree,Desktop/embedded developer,"1,000-4,999",In-person,5,5,8,0,1,8,58000.0
India,18-24 years old,Bachelor's degree,Full-stack developer,20-99,In-person,2,0,3,1,0,8,25800.0
United States,18-24 years old,Associate's degree,DevOps/SRE/platform engineer,2-9 employees,Hybrid,4,3,5,1,1,8,
United States,18-24 years old,High school/GED,DevOps/SRE/platform engineer,100-499,Fully remote,3,3,3,1,1,1,138700.0
United States,18-24 years old,Bachelor's degree,Full-stack developer,500-999,Hybrid,0,0,4,1,0,10,123700.0
India,35-44 years old,Bachelor's degree,Front-end developer,2-9 employees,In-person,18,15,3,0,1,8,39500.0
India,18-24 years old,Master's degree,Mobile developer,100-499,Hybrid,1,0,3,1,1,9,34600.0
India,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,100-499,In-person,12,8,6,1,0,8,29100.0
Ukraine,45-54 years old,Some college,Back-end developer,"1,000-4,999",Hybrid,21,20,6,0,1,7,56200.0
United States,18-24 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,20-99,Hybrid,1,0,8,0,1,8,125500.0
Germany,35-44 years old,Master's degree,Back-end developer,Just me,Hybrid,12,12,2,1,0,6,
Sweden,25-34 years old,Bachelor's degree,Full-stack developer,20-99,In-person,8,5,5,1,0,7,83900.0
Spain,18-24 years old,Master's degree,Full-stack developer,100-499,Hybrid,8,5,4,1,1,8,72100.0
India,35-44 years old,Master's degree,Full-stack developer,"1,000-4,999",Fully remote,10,9,7,1,1,8,49200.0
India,35-44 years old,Bachelor's degree,DevOps/SRE/platform engineer,"10,000 or more",In-person,11,10,2,0,1,7,36900.0
Canada,45-54 years old,Master's degree,Back-end developer,20-99,In-person,25,23,2,1,1,2,159900.0
Ukraine,35-44 years old,Master's degree,Back-end developer,"1,000-4,999",Hybrid,10,10,2,1,0,5,55800.0
United States,35-44 years old,Master's degree,Back-end developer,2-9 employees,Hybrid,19,15,6,1,1,7,
India,25-34 years old,Master's degree,Full-stack developer,20-99,In-person,14,10,7,1,0,7,42000.0
Spain,25-34 years old,Bachelor's degree,Security professional,100-499,In-person,7,4,3,0,0,6,108200.0
India,35-44 years old,Master's degree,DevOps/SRE/platform engineer,"1,000-4,999",In-person,14,14,2,1,1,8,46500.0
Brazil,35-44 years old,Master's degree,Front-end developer,"10,000 or more",Hybrid,12,9,4,1,1,6,59200.0
Brazil,65 years or older,Bachelor's degree,Back-end developer,"1,000-4,999",In-person,41,37,5,0,1,9,106400.0
United States,25-34 years old,High school/GED,Front-end developer,Just me,Hybrid,7,6,2,1,1,7,98900.0
Germany,25-34 years old,Master's degree,Back-end developer,"1,000-4,999",Hybrid,6,6,4,1,0,7,155700.0
United Kingdom,35-44 years old,High school/GED,Full-stack developer,"10,000 or more",Hybrid,10,10,4,1,1,6,89200.0
Brazil,25-34 years old,Master's degree,Back-end developer,100-499,Hybrid,2,0,2,1,1,4,63300.0
Australia,55-64 years old,"Professional degree (JD, MD, etc.)",Engineer (other),"10,000 or more",Hybrid,31,30,2,1,1,1,151600.0
Poland,45-54 years old,Bachelor's degree,Full-stack developer,Just me,Fully remote,15,14,6,0,1,8,79500.0
United States,25-34 years old,Some college,Front-end developer,"5,000-9,999",Fully remote,7,4,4,0,1,2,85700.0
France,35-44 years old,Bachelor's degree,Full-stack developer,20-99,Hybrid,15,15,5,1,1,6,76400.0
Germany,35-44 years old,Bachelor's degree,Full-stack developer,"1,000-4,999",Fully remote,16,13,6,0,1,9,127400.0
United Kingdom,18-24 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,"1,000-4,999",Hybrid,8,7,8,1,0,7,107000.0
India,45-54 years old,Bachelor's degree,Full-stack developer,20-99,Hybrid,25,23,3,1,0,9,34500.0
Brazil,25-34 years old,Some college,Mobile developer,"10,000 or more",In-person,3,3,5,1,1,2,42600.0
France,45-54 years old,Bachelor's degree,Back-end developer,2-9 employees,Hybrid,21,20,3,1,1,9,123500.0
Canada,25-34 years old,Master's degree,Full-stack developer,10-19,In-person,7,5,2,1,1,10,120000.0
Spain,45-54 years old,Bachelor's degree,Front-end developer,"10,000 or more",In-person,19,15,3,1,1,9,94300.0
United States,25-34 years old,Master's degree,Data scientist/ML engineer,2-9 employees,In-person,3,2,6,1,1,6,121200.0
India,18-24 years old,Bachelor's degree,Full-stack developer,100-499,Fully remote,4,0,9,1,0,3,33400.0
Germany,45-54 years old,Master's degree,Back-end developer,"1,000-4,999",In-person,17,14,6,1,1,9,142400.0
Sweden,18-24 years old,Bachelor's degree,Data scientist/ML engineer,"5,000-9,999",Hybrid,6,2,6,1,0,4,80600.0
United States,25-34 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Fully remote,5,4,4,1,1,7,106200.0
India,55-64 years old,Master's degree,Mobile developer,"5,000-9,999",Hybrid,27,23,5,1,1,6,40700.0
Ukraine,55-64 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,29,29,5,1,1,10,42700.0
Russia,35-44 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Fully remote,15,14,4,1,1,6,42800.0
Spain,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,500-999,Hybrid,15,13,3,1,0,6,83200.0
India,25-34 years old,Master's degree,Full-stack developer,20-99,In-person,8,4,2,1,0,7,42600.0
Spain,25-34 years old,Associate's degree,Desktop/embedded developer,"5,000-9,999",Fully remote,7,7,8,1,1,7,68200.0
